user_id,first_seen_timestamp,user_type,is_employee,is_test_account,is_bot
U000070,2025-09-16 06:00:20,returning,False,False,False
U000071,2025-11-25 02:26:05,returning,False,False,False
U000072,2026-07-01 19:49:17,new,False,False,False
U000073,2026-07-01 06:11:56,new,False,False,False
U000074,2026-07-04 03:16:28,new,False,False,False
U000075,2026-07-08 22:33:52,new,False,False,False
U000076,2025-08-28 22:34:35,returning,False,False,False
U000077,2025-08-09 15:35:14,returning,False,False,False
U000078,2026-07-06 11:35:59,new,False,False,False
U000079,2026-07-06 19:58:28,new,False,False,False
U000080,2026-06-10 13:28:34,returning,False,False,False
U000081,2026-05-02 21:44:12,returning,False,False,False
U000082,2025-11-03 22:21:38,returning,False,False,False
U000083,2026-05-10 18:05:01,returning,False,False,False
U000084,2026-07-03 15:21:36,new,False,False,False
U000085,2026-07-02 01:23:23,new,False,False,False
U000086,2025-07-29 05:38:34,returning,False,False,False
U000087,2025-10-19 21:02:39,returning,False,False,False
U000088,2025-11-05 13:36:04,returning,False,False,False
U000089,2025-10-27 00:34:48,returning,False,False,False
U000090,2025-09-20 12:28:57,returning,False,False,False
U000091,2026-07-08 01:13:00,new,False,False,False
U000092,2026-07-02 05:17:10,new,False,False,False
U000093,2025-12-22 19:15:29,returning,False,False,False
U000094,2026-07-12 11:16:39,new,False,False,False
U000095,2025-08-24 17:56:43,returning,False,False,False
U000096,2026-06-25 21:17:10,returning,False,False,False
U000097,2026-03-16 16:03:42,returning,False,False,False
U000098,2025-07-29 23:49:41,returning,False,False,False
U000099,2025-09-15 21:33:03,returning,False,False,False
U000100,2026-07-09 08:22:06,new,False,False,False
U000101,2026-05-29 13:23:23,returning,False,False,False
U000102,2025-12-10 03:28:22,returning,False,False,False
U000103,2025-08-24 17:37:40,returning,False,False,False
U000104,2025-12-31 02:36:21,returning,False,False,False
U000105,2026-07-08 07:58:31,new,False,False,False
U000106,2026-07-09 03:57:54,new,False,False,False
U000107,2026-07-14 11:58:39,new,False,False,False
U000108,2026-07-03 17:38:48,new,False,False,False
U000109,2026-02-17 09:19:54,returning,False,False,False
U000110,2026-06-05 21:54:03,returning,False,False,False
U000111,2025-08-10 02:11:04,returning,False,False,False
U000112,2026-02-15 08:56:53,returning,False,False,False
U000113,2026-02-27 14:02:43,returning,False,False,False
U000114,2025-11-07 08:52:25,returning,False,False,False
U000115,2025-08-02 13:33:07,returning,False,False,False
U000116,2025-10-14 18:15:07,returning,False,False,False
U000117,2026-07-03 07:27:56,new,False,False,False
U000118,2026-06-09 17:59:36,returning,False,False,False
U000119,2025-09-06 07:37:50,returning,False,False,False
U000120,2025-08-23 09:56:07,returning,False,False,False
U000121,2026-06-25 09:00:20,returning,False,False,False
U000122,2026-07-10 22:19:26,new,False,False,False
U000123,2026-07-05 08:30:26,new,False,False,False
U000124,2025-10-02 22:03:47,returning,False,False,False
U000125,2025-11-18 19:00:33,returning,False,False,False
U000126,2025-11-04 23:53:46,returning,False,False,False
U000127,2026-03-14 12:17:17,returning,False,False,False
U000128,2025-09-27 10:21:58,returning,False,False,False
U000129,2025-07-08 18:05:44,returning,False,False,False
U000130,2026-03-17 06:49:44,returning,False,False,False
U000131,2026-06-01 21:40:03,returning,False,False,False
U000132,2026-07-12 11:23:58,new,False,False,False
U000133,2026-03-14 08:24:16,returning,False,False,False
U000134,2026-01-22 23:35:26,returning,False,False,False
U000135,2026-07-04 15:42:20,new,False,False,False
U000136,2025-12-04 12:29:08,returning,False,False,False
U000137,2026-07-11 08:38:21,new,False,False,False
U000138,2026-06-23 03:25:41,returning,False,False,False
U000139,2025-10-16 00:22:18,returning,False,False,False
U000140,2026-07-12 20:40:10,new,False,False,False
U000141,2026-02-09 05:55:57,returning,False,False,False
U000142,2026-07-10 15:53:10,new,False,False,False
U000143,2026-02-17 11:18:49,returning,False,False,False
U000144,2026-07-03 08:17:41,new,True,False,False
U000145,2025-08-06 22:29:20,returning,False,False,False
U000146,2026-01-15 08:52:46,returning,False,False,False
U000147,2026-02-23 14:02:14,returning,False,False,False
U000148,2025-08-28 18:04:59,returning,False,False,False
U000149,2026-03-13 15:32:13,returning,False,False,False
U000150,2025-08-19 00:01:39,returning,False,False,False
U000151,2026-07-03 20:07:01,new,False,False,False
U000152,2026-07-14 19:31:43,new,False,False,False
U000153,2026-07-01 03:14:50,new,False,False,False
U000154,2026-07-10 11:22:17,new,False,False,False
U000155,2026-07-06 13:27:01,new,False,False,False
U000156,2026-07-13 13:08:03,new,False,False,False
U000157,2026-07-07 23:44:45,new,False,False,False
U000158,2025-11-16 07:11:00,returning,False,False,False
U000159,2025-12-06 07:35:56,returning,False,False,False
U000160,2025-08-06 06:45:08,returning,False,False,False
U000161,2026-07-13 22:39:53,new,False,False,False
U000162,2026-02-05 12:13:46,returning,False,False,False
U000163,2026-07-03 02:47:41,new,False,False,False
U000164,2025-09-04 05:25:23,returning,False,False,False
U000165,2025-09-17 15:58:39,returning,False,False,False
U000166,2026-07-03 01:42:27,new,False,False,False
U000167,2025-12-31 02:20:57,returning,False,False,False
U000168,2026-07-10 21:05:38,new,False,False,False
U000169,2026-07-06 17:54:23,new,False,False,False
U000170,2026-07-05 12:13:58,new,False,False,False
U000171,2026-04-01 20:05:29,returning,False,False,False
U000172,2025-09-26 14:07:22,returning,False,False,False
U000173,2026-07-07 05:54:42,new,False,False,False
U000174,2026-06-06 03:34:55,returning,False,False,False
U000175,2026-07-12 19:28:18,new,False,False,False
U000176,2025-12-01 09:17:57,returning,False,False,False
U000177,2026-07-03 13:20:44,new,False,False,False
U000178,2026-02-21 04:52:32,returning,False,False,False
U000179,2026-04-05 22:03:36,returning,False,False,False
U000180,2026-07-01 15:13:03,new,False,False,False
U000181,2026-03-04 17:12:34,returning,False,False,False
U000182,2026-07-13 13:18:35,new,False,False,False
U000183,2026-07-05 15:53:58,new,False,False,False
U000184,2026-07-06 18:30:06,new,False,False,False
U000185,2026-07-08 23:01:42,new,False,False,False
U000186,2026-02-17 12:46:41,returning,False,False,False
U000187,2025-10-18 02:04:45,returning,False,False,False
U000188,2026-04-24 20:57:22,returning,False,False,False
U000189,2026-01-06 07:09:36,returning,False,False,False
U000190,2026-07-09 16:51:52,new,False,False,False
U000191,2026-07-12 14:59:18,new,False,False,False
U000192,2025-08-25 20:54:48,returning,False,False,False
U000193,2026-07-07 23:30:00,new,False,False,False
U000194,2026-07-02 23:17:18,new,False,False,False
U000195,2026-03-27 07:25:44,returning,False,False,False
U000196,2026-07-08 04:36:56,new,False,False,False
U000197,2025-11-02 22:50:37,returning,False,False,False
U000198,2026-07-08 14:31:22,new,False,False,False
U000199,2025-08-23 23:48:26,returning,False,False,False
U000200,2025-10-12 21:03:01,returning,False,False,False
U000201,2026-01-24 03:55:23,returning,False,False,False
U000202,2026-03-22 14:03:18,returning,False,False,False
U000203,2025-07-17 09:43:48,returning,False,False,False
U000204,2026-07-09 15:34:14,new,False,False,False
U000205,2025-12-14 09:30:09,returning,False,False,False
U000206,2025-07-06 04:10:01,returning,False,False,False
U000207,2025-11-26 07:31:46,returning,False,False,False
U000208,2026-04-15 19:50:04,returning,False,False,False
U000209,2026-01-27 22:58:24,returning,False,False,False
U000210,2026-07-14 11:08:50,new,False,False,False
U000211,2026-07-06 06:22:44,new,False,False,False
U000212,2025-08-07 19:54:20,returning,False,False,False
U000213,2026-06-06 07:45:33,returning,False,False,False
U000214,2026-03-15 15:44:26,returning,False,False,False
U000215,2026-01-23 15:15:53,returning,False,False,False
U000216,2026-07-03 03:56:46,new,False,False,False
U000217,2026-04-10 09:55:50,returning,False,False,False
U000218,2026-06-16 22:39:50,returning,False,False,False
U000219,2026-07-12 23:24:53,new,False,False,False
U000220,2025-11-24 14:13:38,returning,False,False,False
U000221,2025-09-23 09:54:07,returning,False,False,False
U000222,2026-07-05 00:36:39,new,False,False,False
U000223,2025-09-09 03:05:09,returning,False,False,False
U000224,2025-11-04 16:27:29,returning,False,False,False
U000225,2025-10-29 23:08:25,returning,False,False,False
U000226,2025-11-21 11:58:23,returning,False,False,False
U000227,2025-08-03 19:08:41,returning,False,False,False
U000228,2026-07-01 03:05:56,new,False,False,False
U000229,2026-04-04 01:40:59,returning,False,False,False
U000230,2026-07-10 09:20:11,new,False,False,False
U000231,2025-09-08 03:55:00,returning,False,False,False
U000232,2025-07-08 18:32:57,returning,False,False,False
U000233,2025-09-20 22:29:57,returning,False,False,False
U000234,2026-07-13 10:56:27,new,False,False,False
U000235,2025-10-13 15:42:08,returning,False,False,False
U000236,2026-01-12 15:15:35,returning,False,False,False
U000237,2026-07-06 15:27:32,new,False,False,False
U000238,2025-10-16 19:33:39,returning,False,False,False
U000239,2026-07-06 08:11:56,new,False,False,False
U000240,2025-12-11 03:23:03,returning,False,False,False
U000241,2025-10-10 11:26:50,returning,False,False,False
U000242,2026-01-21 10:10:15,returning,False,False,False
U000243,2025-11-28 11:39:56,returning,False,False,False
U000244,2026-05-19 21:12:23,returning,False,False,False
U000245,2025-09-26 16:19:05,returning,False,False,False
U000246,2025-10-17 17:06:12,returning,False,False,False
U000247,2026-07-06 07:55:36,new,False,False,False
U000248,2026-07-01 14:23:43,new,False,False,False
U000249,2025-11-08 13:59:39,returning,False,False,False
U000250,2026-03-11 18:08:14,returning,False,False,False
U000251,2026-07-12 12:44:17,new,False,False,False
U000252,2025-10-26 21:02:52,returning,False,False,False
U000253,2025-09-14 15:19:32,returning,False,False,False
U000254,2026-01-31 22:14:54,returning,False,False,False
U000255,2025-08-02 12:45:21,returning,False,False,False
U000256,2025-08-23 19:24:26,returning,False,False,False
U000257,2026-07-06 18:46:26,new,False,False,False
U000258,2026-07-01 06:46:17,new,False,False,False
U000259,2026-07-02 11:12:24,new,False,False,False
U000260,2025-08-12 10:34:23,returning,False,False,False
U000261,2026-07-06 01:49:01,new,False,False,False
U000262,2025-10-28 03:18:52,returning,False,False,False
U000263,2025-10-01 16:56:35,returning,False,False,False
U000264,2026-07-06 15:09:52,new,False,False,False
U000265,2026-01-30 06:04:12,returning,False,False,False
U000266,2026-05-25 20:19:08,returning,False,False,False
U000267,2026-06-06 15:01:33,returning,False,False,False
U000268,2026-06-09 13:12:41,returning,False,False,False
U000269,2026-01-18 17:37:22,returning,False,False,False
U000270,2026-06-20 12:53:03,returning,False,False,False
U000271,2026-02-28 04:17:15,returning,False,False,False
U000272,2026-07-06 09:56:41,new,False,False,False
U000273,2025-12-29 04:52:46,returning,False,False,False
U000274,2026-07-03 04:00:49,new,False,False,False
U000275,2025-12-14 22:45:08,returning,False,False,False
U000276,2026-07-06 16:51:21,new,False,False,False
U000277,2025-10-07 00:52:34,returning,False,False,False
U000278,2025-08-31 23:25:04,returning,False,False,False
U000279,2026-03-16 00:12:29,returning,False,False,False
U000280,2026-04-14 18:04:14,returning,False,False,False
U000281,2025-12-23 11:39:51,returning,False,False,False
U000282,2025-07-02 19:21:10,returning,False,False,False
U000283,2026-01-08 14:35:59,returning,False,False,False
U000284,2026-03-16 11:42:40,returning,False,False,False
U000285,2025-10-23 05:07:53,returning,False,False,False
U000286,2026-06-28 02:40:59,returning,False,False,False
U000287,2026-07-12 00:03:59,new,False,False,False
U000288,2026-07-05 02:31:24,new,False,False,False
U000289,2026-01-16 14:02:32,returning,False,False,False
U000290,2025-08-18 20:37:09,returning,False,False,False
U000291,2025-12-30 11:26:14,returning,False,False,False
U000292,2026-07-07 06:23:00,new,False,False,False
U000293,2025-11-21 17:19:43,returning,False,False,False
U000294,2025-12-16 08:05:57,returning,False,False,False
U000295,2026-07-13 10:38:44,new,False,False,False
U000296,2025-10-06 08:23:38,returning,False,False,False
U000297,2025-11-08 03:15:48,returning,False,False,False
U000298,2026-07-02 23:47:11,new,False,False,False
U000299,2025-11-12 10:49:03,returning,False,False,False
U000300,2026-07-04 22:44:18,new,False,False,False
U000301,2026-07-09 23:03:02,new,False,False,False
U000302,2026-07-04 19:31:30,new,False,False,False
U000303,2025-10-18 01:00:51,returning,True,False,False
U000304,2026-07-03 04:23:47,new,False,False,False
U000305,2026-05-21 07:51:48,returning,False,False,False
U000306,2025-08-13 15:18:55,returning,False,False,False
U000307,2026-07-09 08:50:17,new,False,False,False
U000308,2026-07-01 23:04:44,new,False,False,False
U000309,2026-06-09 05:40:32,returning,False,False,False
U000310,2026-04-26 14:47:19,returning,False,False,False
U000311,2026-07-09 22:22:03,new,False,False,False
U000312,2026-07-05 00:24:30,new,False,False,False
U000313,2026-07-13 06:15:42,new,False,False,False
U000314,2026-01-24 00:15:49,returning,False,False,False
U000315,2025-12-04 22:44:04,returning,False,False,False
U000316,2025-10-14 15:41:04,returning,False,False,False
U000317,2026-07-11 03:22:46,new,False,False,False
U000318,2026-02-08 18:29:45,returning,False,False,False
U000319,2025-08-22 10:19:19,returning,False,False,False
U000320,2026-02-08 19:53:41,returning,False,False,False
U000321,2026-07-05 16:42:44,new,False,False,False
U000322,2026-07-13 00:34:53,new,False,False,False
U000323,2026-07-04 23:58:12,new,False,False,False
U000324,2025-12-11 20:28:57,returning,False,False,False
U000325,2026-05-05 21:38:54,returning,False,False,False
U000326,2025-11-02 13:48:02,returning,False,False,False
U000327,2026-07-03 20:15:21,new,False,False,False
U000328,2026-01-09 10:01:27,returning,False,False,False
U000329,2026-07-02 01:59:09,new,False,False,False
U000330,2026-07-12 20:59:18,new,False,False,False
U000331,2026-04-06 03:13:10,returning,False,False,False
U000332,2025-10-04 23:23:58,returning,False,False,False
U000333,2026-04-22 13:24:24,returning,False,False,False
U000334,2025-10-18 03:21:37,returning,False,False,False
U000335,2025-11-24 13:01:08,returning,False,False,False
U000336,2026-07-12 05:26:54,new,False,False,False
U000337,2026-04-03 03:19:39,returning,False,False,False
U000338,2025-11-06 19:32:43,returning,False,False,False
U000339,2025-08-28 06:12:28,returning,False,False,False
U000340,2026-07-09 14:40:00,new,False,False,False
U000341,2026-07-03 03:11:38,new,False,False,False
U000342,2026-07-01 08:27:47,new,False,False,False
U000343,2026-01-31 00:51:00,returning,False,False,False
U000344,2026-07-07 01:12:49,new,False,False,False
U000345,2026-02-24 14:28:39,returning,False,False,False
U000346,2026-03-11 17:50:13,returning,False,False,False
U000347,2026-02-08 10:18:06,returning,False,False,False
U000348,2026-01-24 04:29:19,returning,False,False,False
U000349,2026-01-03 21:05:01,returning,False,False,False
U000350,2026-06-25 08:16:52,returning,False,False,False
U000351,2025-11-22 08:01:51,returning,False,False,False
U000352,2026-03-14 05:03:31,returning,False,False,False
U000353,2026-07-07 02:33:48,new,False,False,False
U000354,2025-08-27 11:27:33,returning,False,False,False
U000355,2026-04-13 09:15:47,returning,False,False,False
U000356,2026-07-06 06:58:23,new,False,False,False
U000357,2025-10-16 02:40:14,returning,False,False,False
U000358,2025-11-25 09:20:53,returning,False,False,False
U000359,2026-07-05 23:01:08,new,False,False,False
U000360,2026-07-14 13:51:13,new,False,False,False
U000361,2026-07-11 07:32:14,new,False,False,False
U000362,2026-03-09 19:24:53,returning,False,False,False
U000363,2026-07-11 16:55:29,new,False,False,False
U000364,2026-05-01 08:55:27,returning,False,False,False
U000365,2025-07-17 00:07:36,returning,False,False,False
U000366,2025-12-06 09:55:15,returning,False,False,False
U000367,2026-07-05 13:21:58,new,False,False,False
U000368,2026-03-15 02:16:10,returning,False,False,False
U000369,2026-07-05 17:26:31,new,False,False,False
U000370,2025-07-28 21:57:45,returning,False,False,False
U000371,2026-07-08 11:41:50,new,False,False,False
U000372,2026-07-07 08:20:03,new,False,False,False
U000373,2025-10-21 23:48:27,returning,False,False,False
U000374,2025-08-28 21:51:27,returning,False,False,False
U000375,2025-11-14 02:56:39,returning,False,False,False
U000376,2026-07-07 10:06:24,new,False,False,False
U000377,2025-11-29 06:24:20,returning,False,False,False
U000378,2026-05-22 03:40:09,returning,False,False,False
U000379,2026-07-09 15:53:22,new,False,False,False
U000380,2026-07-07 12:21:56,new,False,False,False
U000381,2025-10-10 07:10:17,returning,False,False,False
U000382,2025-08-09 16:38:38,returning,False,False,False
U000383,2025-07-21 22:04:57,returning,False,False,False
U000384,2025-07-17 07:53:56,returning,False,False,False
U000385,2025-10-10 08:07:11,returning,False,False,False
U000386,2026-07-13 05:44:03,new,False,False,False
U000387,2026-02-28 16:51:20,returning,False,False,False
U000388,2026-07-06 16:27:57,new,False,False,False
U000389,2026-07-04 03:00:44,new,False,False,False
U000390,2026-03-25 07:28:10,returning,False,False,False
U000391,2026-07-09 23:39:59,new,False,False,False
U000392,2026-07-14 07:57:27,new,False,False,False
U000393,2026-07-02 23:49:19,new,False,False,False
U000394,2025-10-05 20:37:27,returning,False,False,False
U000395,2025-11-25 00:01:23,returning,False,False,False
U000396,2026-06-25 19:12:16,returning,False,False,False
U000397,2026-01-13 22:22:17,returning,False,False,False
U000398,2025-11-19 10:38:51,returning,False,False,False
U000399,2026-07-07 00:45:14,new,False,False,False
U000400,2026-07-12 11:30:42,new,False,False,False
U000401,2025-07-07 18:12:36,returning,False,False,False
U000402,2026-07-02 12:54:37,new,False,False,False
U000403,2025-08-27 19:48:59,returning,False,False,False
U000404,2025-10-30 19:08:41,returning,False,False,False
U000405,2026-01-17 03:07:36,returning,False,False,False
U000406,2026-07-11 00:04:50,new,False,False,False
U000407,2026-03-13 20:09:41,returning,False,False,False
U000408,2026-07-13 21:02:55,new,False,False,False
U000409,2026-07-13 02:17:45,new,False,False,False
U000410,2026-05-25 21:15:36,returning,False,False,False
U000411,2026-07-13 15:14:45,new,False,False,False
U000412,2025-07-06 14:32:37,returning,False,False,False
U000413,2026-05-28 23:18:08,returning,False,False,False
U000414,2026-07-14 23:36:38,new,False,False,False
U000415,2026-07-12 12:24:51,new,False,False,False
U000416,2026-05-15 15:48:11,returning,False,False,False
U000417,2026-07-11 15:37:42,new,False,False,False
U000418,2026-07-14 08:52:43,new,False,False,False
U000419,2026-07-02 12:18:52,new,False,False,False
U000420,2025-11-27 12:32:31,returning,False,False,False
U000421,2025-09-02 11:10:08,returning,False,False,False
U000422,2026-07-13 00:24:57,new,False,False,False
U000423,2026-02-06 13:18:26,returning,False,False,False
U000424,2025-09-16 11:03:53,returning,False,False,False
U000425,2026-07-14 18:55:26,new,False,False,False
U000426,2025-08-27 09:07:55,returning,False,False,False
U000427,2026-07-03 01:29:38,new,False,False,False
U000428,2026-06-07 16:06:14,returning,False,False,False
U000429,2026-06-19 19:43:40,returning,False,False,False
U000430,2025-10-21 10:12:38,returning,False,False,False
U000431,2026-07-05 20:39:43,new,False,False,False
U000432,2026-07-05 10:37:05,new,False,False,False
U000433,2026-06-16 19:48:13,returning,False,False,True
U000434,2025-07-17 23:02:23,returning,False,False,False
U000435,2026-07-01 04:02:10,new,False,False,False
U000436,2026-02-10 23:05:30,returning,False,False,False
U000437,2025-12-31 03:47:24,returning,False,False,False
U000438,2026-05-06 00:17:04,returning,False,False,False
U000439,2026-07-14 16:54:23,new,False,False,False
U000440,2026-07-14 20:48:40,new,False,False,False
U000441,2026-06-11 22:56:16,returning,False,False,True
U000442,2025-07-15 12:04:58,returning,False,False,False
U000443,2026-05-14 11:05:49,returning,False,False,False
U000444,2026-07-14 06:16:19,new,False,False,False
U000445,2025-08-19 22:03:54,returning,False,False,False
U000446,2026-07-04 10:48:51,new,False,False,False
U000447,2025-12-02 12:37:05,returning,False,False,False
U000448,2026-07-08 11:40:54,new,False,False,False
U000449,2026-07-03 06:38:44,new,False,False,False
U000450,2026-07-14 16:21:30,new,False,False,False
U000451,2026-02-26 19:52:06,returning,False,False,False
U000452,2026-04-15 10:01:37,returning,False,False,False
U000453,2026-06-15 12:33:54,returning,False,False,False
U000454,2026-03-23 10:04:03,returning,False,False,False
U000455,2026-07-04 18:42:18,new,False,False,False
U000456,2026-04-29 03:49:45,returning,False,False,False
U000457,2026-07-07 03:03:15,new,False,False,False
U000458,2026-07-11 20:53:41,new,False,False,False
U000459,2026-04-18 23:54:41,returning,False,False,False
U000460,2026-01-08 16:45:54,returning,False,False,False
U000461,2026-06-06 14:05:55,returning,False,False,False
U000462,2026-02-23 11:40:40,returning,False,False,False
U000463,2026-04-15 04:14:02,returning,False,False,False
U000464,2026-06-11 07:14:55,returning,False,False,False
U000465,2026-07-10 06:18:56,new,False,False,False
U000466,2026-06-14 04:20:46,returning,False,False,False
U000467,2026-05-30 22:17:02,returning,False,False,False
U000468,2026-04-13 17:53:46,returning,False,False,False
U000469,2026-07-02 04:52:26,new,False,False,False
U000470,2025-08-24 04:57:08,returning,False,False,False
U000471,2025-08-15 06:31:41,returning,False,False,False
U000472,2025-08-24 21:22:34,returning,False,False,False
U000473,2025-11-09 04:24:51,returning,False,False,False
U000474,2026-07-05 20:10:41,new,False,False,False
U000475,2026-01-31 16:33:32,returning,False,False,False
U000476,2026-03-22 06:08:34,returning,False,False,False
U000477,2026-01-04 03:03:01,returning,False,False,False
U000478,2025-12-17 10:48:50,returning,False,False,False
U000479,2026-07-13 06:56:08,new,False,False,False
U000480,2026-07-12 09:58:44,new,False,False,False
U000481,2025-09-01 11:27:01,returning,False,False,False
U000482,2025-10-01 00:21:17,returning,False,False,False
U000483,2025-09-21 20:33:26,returning,False,False,False
U000484,2025-07-22 17:59:38,returning,False,False,False
U000485,2025-11-19 21:05:49,returning,False,False,False
U000486,2026-07-03 05:15:05,new,False,False,False
U000487,2025-08-31 23:43:37,returning,False,False,False
U000488,2026-06-02 01:56:27,returning,False,False,False
U000489,2026-07-12 05:18:06,new,False,False,False
U000490,2026-05-31 02:10:48,returning,False,False,False
U000491,2026-07-14 22:37:45,new,False,False,False
U000492,2025-11-01 12:23:21,returning,False,False,False
U000493,2026-07-02 13:19:21,new,False,False,False
U000494,2026-07-05 23:49:31,new,False,False,False
U000495,2026-07-09 01:13:30,new,False,False,False
U000496,2025-08-08 08:13:33,returning,False,False,False
U000497,2025-07-05 11:44:46,returning,False,False,False
U000498,2026-07-02 07:10:55,new,False,False,False
U000499,2026-07-12 13:25:49,new,False,False,False
U000500,2026-07-05 02:50:55,new,False,False,False
U000501,2026-07-10 17:38:50,new,False,False,False
U000502,2026-07-09 16:26:42,new,False,False,False
U000503,2026-02-11 15:07:13,returning,False,False,False
U000504,2026-01-12 13:05:47,returning,False,False,False
U000505,2026-07-02 20:25:06,new,False,False,False
U000506,2025-09-02 19:15:49,returning,False,False,False
U000507,2026-03-16 00:26:53,returning,False,False,False
U000508,2025-08-11 19:04:31,returning,False,False,False
U000509,2026-04-28 09:49:00,returning,False,False,False
U000510,2026-02-18 17:57:45,returning,False,False,False
U000511,2025-07-16 17:47:00,returning,False,False,False
U000512,2026-07-01 23:59:14,new,False,False,False
U000513,2026-07-13 03:20:42,new,False,False,False
U000514,2026-02-08 01:45:49,returning,False,False,False
U000515,2025-10-17 20:25:22,returning,False,False,False
U000516,2026-03-01 23:30:20,returning,False,False,False
U000517,2026-07-10 20:49:40,new,False,False,False
U000518,2026-07-07 07:32:17,new,False,False,False
U000519,2026-07-09 07:49:50,new,False,False,False
U000520,2025-12-17 00:17:52,returning,False,False,False
U000521,2025-07-19 09:41:51,returning,False,False,False
U000522,2026-05-09 07:33:47,returning,False,False,False
U000523,2026-04-01 00:25:54,returning,False,False,False
U000524,2025-11-23 05:29:52,returning,False,False,False
U000525,2026-03-11 07:49:48,returning,False,False,False
U000526,2026-07-01 22:41:58,new,False,False,False
U000527,2026-03-10 01:02:56,returning,False,False,False
U000528,2026-07-04 00:25:27,new,False,False,False
U000529,2025-08-03 10:48:29,returning,False,False,False
U000530,2026-03-03 21:05:15,returning,False,False,False
U000531,2026-07-04 13:48:22,new,False,False,False
U000532,2025-12-22 02:43:19,returning,False,False,False
U000533,2025-11-14 06:33:23,returning,False,False,False
U000534,2026-07-05 11:14:08,new,False,False,False
U000535,2026-07-09 19:49:44,new,False,False,False
U000536,2026-01-04 22:43:36,returning,False,False,False
U000537,2025-08-30 00:56:21,returning,False,False,False
U000538,2025-07-31 14:47:34,returning,False,False,False
U000539,2026-07-11 10:57:03,new,False,False,False
U000540,2026-07-11 13:07:39,new,False,False,False
U000541,2026-04-03 01:06:48,returning,False,False,False
U000542,2025-07-29 08:16:37,returning,False,False,False
U000543,2026-07-02 04:45:49,new,False,False,False
