event_id,user_id,event_date,event_type,traffic_source
72,689,2026-04-22,view_product,email
73,850,2026-04-07,checkout,organic
74,833,2026-04-17,view_product,email
75,339,2026-04-21,add_to_cart,paid_search
76,438,2026-05-27,add_to_cart,organic
77,445,2026-05-11,view_product,paid_search
78,136,2026-03-28,checkout,social
79,387,2026-05-24,purchase,paid_search
80,25,2026-03-16,view_product,social
81,506,2026-03-16,purchase,paid_search
82,325,2026-04-04,view_product,organic
83,695,2026-03-17,checkout,organic
84,680,2026-05-12,view_product,paid_search
85,979,2026-04-21,view_product,email
86,338,2026-05-21,view_product,email
87,690,2026-03-12,view_product,social
88,885,2026-05-22,view_product,social
89,95,2026-04-17,checkout,paid_search
90,545,2026-03-22,checkout,organic
91,623,2026-04-18,view_product,social
92,146,2026-04-21,view_product,paid_search
93,893,2026-05-18,checkout,social
94,953,2026-03-01,view_product,organic
95,231,2026-05-05,view_product,social
96,784,2026-05-03,view_product,paid_search
97,848,2026-03-08,view_product,social
98,495,2026-05-25,view_product,email
99,38,2026-03-25,add_to_cart,social
100,425,2026-05-05,add_to_cart,organic
101,647,2026-05-12,view_product,organic
102,846,2026-05-12,purchase,organic
103,747,2026-05-16,add_to_cart,organic
104,437,2026-05-09,view_product,paid_search
105,831,2026-05-18,view_product,social
106,368,2026-04-20,view_product,social
107,345,2026-04-22,view_product,social
108,160,2026-03-15,view_product,social
109,550,2026-04-19,view_product,paid_search
110,662,2026-05-10,view_product,organic
111,912,2026-05-14,add_to_cart,social
112,820,2026-04-07,add_to_cart,social
113,541,2026-04-09,view_product,organic
114,144,2026-05-05,add_to_cart,email
115,588,2026-04-08,purchase,email
116,657,2026-05-13,add_to_cart,organic
117,741,2026-03-17,view_product,social
118,576,2026-03-07,view_product,organic
119,859,2026-04-08,checkout,social
120,345,2026-05-07,view_product,social
121,269,2026-04-04,view_product,email
122,840,2026-04-20,add_to_cart,email
123,696,2026-04-16,add_to_cart,social
124,773,2026-04-05,add_to_cart,social
125,268,2026-05-03,view_product,social
126,169,2026-05-28,view_product,email
127,771,2026-03-13,purchase,social
128,739,2026-03-18,view_product,organic
129,33,2026-03-21,view_product,paid_search
130,377,2026-05-04,view_product,paid_search
131,214,2026-03-08,checkout,social
132,562,2026-04-17,add_to_cart,organic
133,440,2026-05-24,purchase,social
134,492,2026-04-12,view_product,organic
135,393,2026-04-22,view_product,email
136,489,2026-05-24,view_product,email
137,722,2026-03-27,checkout,social
138,946,2026-03-19,view_product,email
139,29,2026-03-23,view_product,social
140,39,2026-04-19,add_to_cart,paid_search
141,859,2026-04-20,view_product,organic
142,612,2026-04-12,view_product,organic
143,173,2026-04-20,checkout,paid_search
144,17,2026-05-08,view_product,paid_search
145,56,2026-04-10,view_product,paid_search
146,226,2026-05-11,view_product,paid_search
147,558,2026-03-11,view_product,email
148,67,2026-05-19,view_product,organic
149,197,2026-05-27,add_to_cart,organic
150,654,2026-05-24,view_product,paid_search
151,835,2026-04-21,purchase,social
152,23,2026-03-23,view_product,social
153,999,2026-04-18,view_product,social
154,606,2026-04-07,view_product,social
155,754,2026-04-16,add_to_cart,email
156,237,2026-05-11,view_product,organic
157,957,2026-03-07,checkout,organic
158,919,2026-05-05,add_to_cart,organic
159,923,2026-05-16,purchase,social
160,566,2026-05-01,add_to_cart,paid_search
161,138,2026-05-26,view_product,social
162,473,2026-03-29,checkout,organic
163,845,2026-04-07,purchase,social
164,784,2026-05-23,purchase,paid_search
165,553,2026-04-02,view_product,paid_search
166,610,2026-03-29,add_to_cart,social
167,695,2026-05-18,view_product,organic
168,640,2026-03-23,view_product,email
169,229,2026-03-03,add_to_cart,organic
170,317,2026-04-14,purchase,email
171,598,2026-03-08,add_to_cart,organic
172,768,2026-05-25,checkout,social
173,721,2026-03-29,view_product,email
174,727,2026-03-02,view_product,organic
175,886,2026-04-19,add_to_cart,social
176,612,2026-05-04,view_product,organic
177,561,2026-03-20,checkout,paid_search
178,201,2026-04-21,view_product,paid_search
179,948,2026-05-24,view_product,organic
180,258,2026-04-06,view_product,social
181,480,2026-05-11,view_product,organic
182,888,2026-03-27,checkout,social
183,178,2026-04-16,view_product,email
184,757,2026-03-06,view_product,paid_search
185,123,2026-04-29,checkout,email
186,342,2026-04-14,view_product,social
187,171,2026-04-13,checkout,organic
188,845,2026-05-22,view_product,paid_search
189,648,2026-03-18,view_product,social
190,59,2026-05-04,purchase,social
191,705,2026-03-25,checkout,paid_search
192,465,2026-03-27,view_product,organic
193,780,2026-03-07,add_to_cart,paid_search
194,260,2026-04-13,purchase,organic
195,373,2026-03-29,view_product,organic
196,973,2026-04-13,view_product,social
197,95,2026-04-05,view_product,organic
198,125,2026-03-19,view_product,organic
199,41,2026-03-06,view_product,paid_search
200,891,2026-03-25,checkout,paid_search
201,254,2026-03-31,view_product,organic
202,7,2026-03-09,checkout,social
203,471,2026-05-23,view_product,paid_search
204,728,2026-05-13,add_to_cart,email
205,511,2026-04-06,add_to_cart,social
206,581,2026-03-27,view_product,paid_search
207,69,2026-03-13,view_product,paid_search
208,81,2026-04-10,view_product,email
209,542,2026-05-05,add_to_cart,organic
210,585,2026-05-24,view_product,paid_search
211,262,2026-03-24,view_product,email
212,89,2026-04-13,purchase,email
213,915,2026-04-29,purchase,paid_search
214,208,2026-03-09,view_product,social
215,213,2026-03-02,view_product,paid_search
216,834,2026-04-25,add_to_cart,email
217,266,2026-03-30,checkout,paid_search
218,912,2026-03-22,view_product,social
219,293,2026-05-14,view_product,organic
220,207,2026-05-20,checkout,organic
221,333,2026-03-13,purchase,paid_search
222,77,2026-05-10,add_to_cart,paid_search
223,288,2026-03-16,view_product,email
224,47,2026-04-14,view_product,social
225,622,2026-05-04,add_to_cart,email
226,200,2026-03-11,view_product,email
227,427,2026-05-09,view_product,organic
228,210,2026-03-20,view_product,email
229,888,2026-05-02,view_product,email
230,420,2026-05-29,view_product,organic
231,154,2026-03-12,checkout,organic
232,522,2026-05-01,add_to_cart,social
233,415,2026-04-11,checkout,social
234,353,2026-05-22,checkout,social
235,157,2026-05-08,view_product,paid_search
236,261,2026-04-27,view_product,organic
237,77,2026-03-05,view_product,paid_search
238,769,2026-03-27,view_product,paid_search
239,983,2026-03-28,checkout,social
240,488,2026-03-26,view_product,organic
241,131,2026-04-18,view_product,paid_search
242,579,2026-03-21,add_to_cart,email
243,455,2026-03-01,view_product,email
244,740,2026-04-27,add_to_cart,organic
245,163,2026-05-18,view_product,paid_search
246,15,2026-04-24,view_product,social
247,232,2026-05-20,view_product,paid_search
248,195,2026-03-26,checkout,email
249,861,2026-05-23,view_product,email
250,542,2026-03-25,view_product,social
251,359,2026-05-16,view_product,organic
252,850,2026-04-02,view_product,paid_search
253,331,2026-05-28,view_product,email
254,427,2026-05-11,add_to_cart,paid_search
255,497,2026-05-08,add_to_cart,social
256,828,2026-03-06,add_to_cart,social
257,486,2026-03-23,view_product,organic
258,808,2026-03-30,view_product,social
259,449,2026-05-17,view_product,organic
260,413,2026-04-23,view_product,paid_search
261,330,2026-05-26,view_product,email
262,732,2026-03-11,view_product,email
263,889,2026-03-31,add_to_cart,organic
264,991,2026-03-06,add_to_cart,email
265,147,2026-03-11,checkout,organic
266,259,2026-05-16,add_to_cart,organic
267,292,2026-03-12,view_product,paid_search
268,811,2026-05-05,view_product,paid_search
269,143,2026-04-22,view_product,social
270,993,2026-04-05,view_product,organic
271,937,2026-03-17,view_product,paid_search
272,747,2026-03-28,view_product,organic
273,627,2026-03-22,view_product,organic
274,365,2026-03-07,add_to_cart,organic
275,90,2026-03-15,add_to_cart,paid_search
276,720,2026-03-11,view_product,organic
277,164,2026-03-24,view_product,organic
278,481,2026-05-06,view_product,social
279,84,2026-03-30,add_to_cart,organic
280,77,2026-05-09,view_product,social
281,673,2026-05-05,add_to_cart,organic
282,517,2026-04-30,add_to_cart,social
283,485,2026-05-17,view_product,paid_search
284,590,2026-04-10,view_product,paid_search
285,603,2026-05-21,view_product,email
286,599,2026-04-20,view_product,organic
287,782,2026-04-13,add_to_cart,email
288,104,2026-03-13,view_product,email
289,452,2026-05-29,view_product,social
290,487,2026-03-12,purchase,paid_search
291,339,2026-05-21,view_product,organic
292,687,2026-03-09,view_product,organic
293,566,2026-05-24,view_product,social
294,900,2026-04-17,add_to_cart,email
295,478,2026-04-18,add_to_cart,social
296,723,2026-04-22,view_product,email
297,607,2026-04-25,purchase,organic
298,223,2026-04-09,add_to_cart,social
299,9,2026-03-24,view_product,email
300,53,2026-05-11,add_to_cart,social
301,77,2026-04-02,view_product,paid_search
302,718,2026-03-23,add_to_cart,social
303,503,2026-05-16,view_product,organic
304,316,2026-04-23,add_to_cart,social
305,814,2026-04-22,view_product,organic
306,822,2026-04-18,checkout,organic
307,842,2026-05-17,view_product,social
308,624,2026-05-17,add_to_cart,social
309,863,2026-05-19,view_product,social
310,165,2026-04-18,checkout,paid_search
311,279,2026-04-29,add_to_cart,paid_search
312,27,2026-05-29,view_product,email
313,70,2026-05-29,purchase,social
314,218,2026-05-04,view_product,email
315,962,2026-04-01,add_to_cart,email
316,365,2026-05-18,add_to_cart,organic
317,701,2026-03-21,view_product,email
318,845,2026-03-18,purchase,social
319,947,2026-04-29,view_product,paid_search
320,306,2026-03-13,view_product,email
321,124,2026-03-24,checkout,email
322,19,2026-03-30,add_to_cart,paid_search
323,257,2026-03-02,view_product,email
324,296,2026-05-22,view_product,social
325,928,2026-03-25,add_to_cart,email
326,22,2026-04-19,view_product,organic
327,880,2026-03-14,checkout,email
328,989,2026-03-06,add_to_cart,organic
329,450,2026-05-15,view_product,paid_search
330,552,2026-05-23,view_product,paid_search
331,550,2026-05-26,view_product,email
332,48,2026-03-30,view_product,email
333,695,2026-03-30,add_to_cart,paid_search
334,587,2026-04-07,purchase,organic
335,721,2026-04-27,add_to_cart,paid_search
336,183,2026-04-10,view_product,paid_search
337,435,2026-04-26,view_product,organic
338,107,2026-04-05,add_to_cart,paid_search
339,188,2026-05-03,add_to_cart,email
340,776,2026-03-16,add_to_cart,email
341,86,2026-05-27,view_product,paid_search
342,836,2026-05-17,checkout,email
343,843,2026-05-29,view_product,social
344,456,2026-05-11,add_to_cart,paid_search
345,137,2026-03-14,add_to_cart,social
346,858,2026-03-31,add_to_cart,paid_search
347,898,2026-05-05,view_product,paid_search
348,336,2026-05-07,add_to_cart,social
349,607,2026-05-04,view_product,paid_search
350,838,2026-04-24,add_to_cart,email
351,757,2026-05-23,view_product,social
352,469,2026-05-17,view_product,paid_search
353,602,2026-04-09,view_product,email
354,571,2026-03-25,checkout,social
355,403,2026-03-25,add_to_cart,social
356,540,2026-03-03,add_to_cart,email
357,72,2026-05-08,add_to_cart,paid_search
358,782,2026-03-26,checkout,paid_search
359,24,2026-04-09,view_product,social
360,624,2026-04-07,add_to_cart,organic
361,812,2026-04-07,add_to_cart,paid_search
362,485,2026-05-07,view_product,paid_search
363,56,2026-03-07,view_product,email
364,986,2026-03-30,view_product,organic
365,223,2026-03-19,view_product,organic
366,632,2026-04-04,view_product,social
367,179,2026-04-02,view_product,email
368,800,2026-04-02,add_to_cart,email
369,434,2026-05-17,view_product,paid_search
370,937,2026-04-07,view_product,social
371,450,2026-03-10,checkout,paid_search
372,793,2026-04-26,view_product,organic
373,884,2026-03-28,view_product,email
374,492,2026-05-17,add_to_cart,social
375,189,2026-04-07,view_product,paid_search
376,578,2026-03-16,view_product,paid_search
377,810,2026-03-21,view_product,organic
378,961,2026-03-06,purchase,email
379,420,2026-04-10,add_to_cart,organic
380,249,2026-03-15,add_to_cart,paid_search
381,588,2026-03-03,purchase,email
382,649,2026-04-12,purchase,email
383,164,2026-04-16,add_to_cart,organic
384,745,2026-03-14,add_to_cart,email
385,255,2026-05-05,view_product,organic
386,476,2026-03-29,view_product,email
387,806,2026-03-04,add_to_cart,email
388,417,2026-03-26,add_to_cart,social
389,170,2026-03-12,purchase,email
390,317,2026-03-02,view_product,paid_search
391,174,2026-03-17,add_to_cart,social
392,470,2026-04-04,add_to_cart,organic
393,345,2026-03-10,view_product,paid_search
394,445,2026-05-25,add_to_cart,organic
395,18,2026-04-12,view_product,organic
396,70,2026-03-21,view_product,paid_search
397,338,2026-03-15,view_product,organic
398,628,2026-04-04,view_product,social
399,592,2026-05-24,view_product,paid_search
400,527,2026-05-24,add_to_cart,organic
401,688,2026-05-24,view_product,organic
402,456,2026-04-29,view_product,email
403,269,2026-04-13,view_product,email
404,631,2026-03-05,view_product,organic
405,811,2026-05-12,view_product,paid_search
406,188,2026-03-18,view_product,social
407,569,2026-03-21,add_to_cart,organic
408,711,2026-05-11,checkout,organic
409,529,2026-05-13,view_product,organic
410,434,2026-04-20,view_product,email
411,288,2026-04-10,view_product,paid_search
412,918,2026-03-24,view_product,organic
413,567,2026-03-24,add_to_cart,email
414,499,2026-04-07,checkout,organic
415,441,2026-04-13,checkout,organic
416,781,2026-04-26,view_product,paid_search
417,303,2026-04-28,purchase,email
418,87,2026-04-03,view_product,social
419,830,2026-05-14,add_to_cart,paid_search
420,438,2026-05-21,add_to_cart,social
421,541,2026-03-23,add_to_cart,email
422,22,2026-05-25,view_product,email
423,833,2026-04-12,view_product,social
424,797,2026-05-21,view_product,email
425,560,2026-04-09,view_product,paid_search
426,517,2026-04-16,view_product,organic
427,762,2026-04-10,add_to_cart,social
428,675,2026-04-16,view_product,organic
429,503,2026-03-20,add_to_cart,social
430,714,2026-05-16,view_product,organic
431,467,2026-05-04,checkout,organic
432,101,2026-05-07,view_product,paid_search
433,583,2026-03-24,checkout,organic
434,942,2026-04-05,view_product,social
435,675,2026-04-14,view_product,organic
436,685,2026-03-02,checkout,email
437,141,2026-03-28,view_product,organic
438,138,2026-03-26,view_product,organic
439,578,2026-03-23,view_product,email
440,710,2026-05-18,view_product,email
441,840,2026-04-05,view_product,social
442,228,2026-03-06,view_product,email
443,281,2026-04-04,checkout,email
444,684,2026-04-07,add_to_cart,social
445,828,2026-04-04,view_product,social
446,431,2026-05-13,checkout,organic
447,40,2026-04-22,view_product,paid_search
448,519,2026-04-07,view_product,social
449,686,2026-04-28,view_product,email
450,663,2026-04-12,add_to_cart,organic
451,211,2026-03-04,view_product,email
452,302,2026-03-05,add_to_cart,social
453,86,2026-05-07,view_product,paid_search
454,397,2026-04-14,purchase,organic
455,253,2026-05-19,add_to_cart,social
456,533,2026-03-25,view_product,social
457,769,2026-05-17,add_to_cart,email
458,891,2026-03-11,add_to_cart,paid_search
459,915,2026-03-29,view_product,social
460,381,2026-04-03,view_product,email
461,444,2026-05-25,view_product,organic
462,33,2026-03-14,checkout,email
463,260,2026-03-24,add_to_cart,organic
464,234,2026-04-28,view_product,email
465,515,2026-04-08,view_product,paid_search
466,859,2026-03-26,view_product,email
467,308,2026-04-12,view_product,paid_search
468,739,2026-04-05,add_to_cart,paid_search
469,796,2026-04-08,purchase,organic
470,70,2026-04-30,view_product,email
471,454,2026-03-16,view_product,email
472,439,2026-04-28,view_product,email
473,825,2026-03-06,checkout,paid_search
474,364,2026-04-25,view_product,social
475,983,2026-03-08,view_product,email
476,766,2026-03-27,add_to_cart,email
477,481,2026-05-10,view_product,social
478,144,2026-03-27,view_product,organic
479,24,2026-05-28,add_to_cart,email
480,965,2026-04-15,view_product,social
481,425,2026-04-10,view_product,email
482,746,2026-05-18,view_product,paid_search
483,845,2026-03-25,view_product,social
484,175,2026-05-25,view_product,paid_search
485,844,2026-03-18,purchase,social
486,325,2026-03-12,view_product,organic
487,869,2026-05-26,add_to_cart,paid_search
488,671,2026-04-20,view_product,email
489,860,2026-04-08,view_product,social
490,348,2026-05-28,view_product,email
491,798,2026-03-10,view_product,organic
492,18,2026-05-13,view_product,social
493,44,2026-05-16,view_product,organic
494,155,2026-04-23,view_product,social
495,867,2026-03-29,view_product,paid_search
496,922,2026-04-10,purchase,email
497,377,2026-03-09,view_product,paid_search
498,743,2026-05-02,view_product,paid_search
499,883,2026-05-16,view_product,paid_search
500,828,2026-04-06,view_product,paid_search
501,402,2026-03-14,add_to_cart,social
502,225,2026-05-12,view_product,email
503,217,2026-05-11,view_product,social
504,568,2026-04-08,view_product,social
505,31,2026-04-09,add_to_cart,social
506,869,2026-04-23,view_product,paid_search
507,59,2026-03-03,view_product,organic
508,892,2026-04-24,view_product,paid_search
509,898,2026-04-02,view_product,social
510,353,2026-05-10,view_product,paid_search
511,935,2026-03-19,checkout,email
512,445,2026-04-03,add_to_cart,email
513,235,2026-05-17,add_to_cart,paid_search
514,107,2026-04-19,view_product,paid_search
515,191,2026-04-16,view_product,organic
516,992,2026-04-15,view_product,paid_search
517,530,2026-04-25,add_to_cart,paid_search
518,913,2026-04-26,view_product,organic
519,738,2026-05-22,purchase,paid_search
520,679,2026-04-20,view_product,paid_search
521,583,2026-04-23,purchase,paid_search
522,874,2026-05-29,view_product,paid_search
523,566,2026-05-20,view_product,paid_search
524,245,2026-03-28,view_product,social
525,995,2026-03-19,add_to_cart,paid_search
526,862,2026-03-27,view_product,organic
527,76,2026-04-17,checkout,paid_search
528,547,2026-03-19,checkout,social
529,267,2026-04-20,add_to_cart,organic
530,317,2026-03-07,add_to_cart,organic
531,812,2026-03-29,add_to_cart,paid_search
532,121,2026-04-12,add_to_cart,email
533,836,2026-05-08,view_product,social
534,25,2026-04-27,add_to_cart,email
535,432,2026-03-08,checkout,paid_search
536,160,2026-04-11,view_product,social
537,596,2026-05-15,purchase,email
538,114,2026-04-11,view_product,social
539,735,2026-03-13,view_product,paid_search
540,900,2026-03-26,view_product,social
541,502,2026-03-18,view_product,paid_search
542,166,2026-04-11,checkout,email
543,703,2026-04-20,checkout,social
544,175,2026-05-23,add_to_cart,organic
545,1,2026-03-16,purchase,paid_search
546,899,2026-03-03,view_product,social
547,741,2026-05-18,view_product,organic
548,86,2026-04-14,view_product,organic
549,574,2026-03-22,checkout,organic
550,320,2026-03-23,view_product,organic
551,401,2026-04-28,purchase,paid_search
552,382,2026-05-01,add_to_cart,social
553,718,2026-05-07,purchase,organic
554,617,2026-04-23,view_product,social
555,318,2026-04-26,view_product,social
556,803,2026-03-23,add_to_cart,email
557,250,2026-04-29,add_to_cart,social
558,525,2026-05-12,view_product,paid_search
559,675,2026-05-27,purchase,paid_search
560,555,2026-05-24,checkout,organic
561,898,2026-04-24,view_product,social
562,952,2026-05-19,view_product,paid_search
563,623,2026-05-02,view_product,paid_search
564,717,2026-04-25,view_product,paid_search
565,896,2026-04-24,add_to_cart,organic
566,256,2026-03-25,view_product,paid_search
567,307,2026-03-26,add_to_cart,social
568,950,2026-04-18,add_to_cart,paid_search
569,144,2026-05-02,view_product,paid_search
570,658,2026-04-14,view_product,organic
571,391,2026-05-12,view_product,social
572,813,2026-05-18,view_product,paid_search
573,676,2026-04-08,add_to_cart,social
574,169,2026-05-04,purchase,social
575,990,2026-05-08,view_product,paid_search
576,298,2026-04-25,view_product,organic
577,233,2026-03-09,view_product,social
578,903,2026-05-09,view_product,email
579,271,2026-03-28,view_product,paid_search
580,60,2026-04-14,add_to_cart,social
581,296,2026-03-26,view_product,social
582,467,2026-03-28,purchase,social
583,235,2026-04-09,view_product,paid_search
584,677,2026-03-15,checkout,email
585,706,2026-03-06,checkout,social
586,234,2026-03-27,view_product,social
587,368,2026-04-07,view_product,organic
588,695,2026-05-07,add_to_cart,paid_search
589,845,2026-05-14,add_to_cart,paid_search
590,232,2026-05-24,checkout,social
591,873,2026-05-03,add_to_cart,organic
592,491,2026-03-30,view_product,social
593,619,2026-05-21,checkout,social
594,503,2026-03-03,purchase,paid_search
595,890,2026-05-01,add_to_cart,organic
596,735,2026-03-12,checkout,social
597,592,2026-03-30,add_to_cart,paid_search
598,746,2026-05-24,add_to_cart,social
599,381,2026-04-07,add_to_cart,social
600,696,2026-05-24,add_to_cart,organic
601,428,2026-04-29,view_product,organic
602,697,2026-04-07,add_to_cart,organic
603,646,2026-03-15,add_to_cart,social
604,732,2026-03-18,view_product,email
605,800,2026-04-21,view_product,organic
606,364,2026-03-29,add_to_cart,email
607,202,2026-04-29,add_to_cart,email
608,882,2026-03-21,view_product,email
609,146,2026-03-17,checkout,paid_search
610,836,2026-03-18,checkout,social
611,639,2026-04-26,view_product,organic
612,457,2026-04-06,view_product,social
613,135,2026-04-29,purchase,social
614,626,2026-04-07,checkout,paid_search
615,264,2026-03-12,view_product,paid_search
616,64,2026-05-14,view_product,paid_search
617,491,2026-05-23,view_product,social
618,647,2026-05-12,add_to_cart,email
619,41,2026-03-01,view_product,social
620,296,2026-04-27,view_product,paid_search
621,3,2026-03-03,view_product,social
622,913,2026-05-02,checkout,paid_search
623,706,2026-03-21,view_product,paid_search
624,975,2026-03-23,view_product,organic
625,110,2026-03-09,purchase,email
626,221,2026-05-22,view_product,paid_search
627,370,2026-04-24,view_product,organic
628,368,2026-03-19,add_to_cart,email
629,436,2026-05-01,view_product,paid_search
630,918,2026-05-26,checkout,email
631,4,2026-04-08,view_product,email
632,244,2026-05-15,view_product,social
633,902,2026-03-27,checkout,organic
634,166,2026-04-15,view_product,email
635,26,2026-04-03,add_to_cart,social
636,395,2026-04-02,view_product,email
637,474,2026-04-19,view_product,social
638,17,2026-03-20,checkout,paid_search
639,728,2026-04-09,view_product,paid_search
640,92,2026-04-27,view_product,social
641,483,2026-03-31,view_product,paid_search
642,543,2026-04-07,view_product,paid_search
643,205,2026-05-25,add_to_cart,paid_search
644,502,2026-04-14,checkout,email
645,931,2026-04-10,add_to_cart,social
646,400,2026-03-09,add_to_cart,organic
647,207,2026-03-09,view_product,organic
648,619,2026-05-02,view_product,social
649,146,2026-05-18,add_to_cart,email
650,879,2026-05-16,view_product,paid_search
651,101,2026-03-22,view_product,paid_search
652,880,2026-03-16,purchase,email
653,830,2026-04-01,view_product,organic
654,880,2026-05-05,view_product,social
655,241,2026-05-29,add_to_cart,social
656,923,2026-03-14,add_to_cart,email
657,759,2026-04-07,view_product,paid_search
658,163,2026-03-08,view_product,paid_search
659,884,2026-03-21,purchase,paid_search
660,173,2026-04-25,add_to_cart,social
661,502,2026-04-15,checkout,organic
662,547,2026-04-12,view_product,social
663,284,2026-04-15,view_product,email
664,359,2026-04-17,view_product,social
665,381,2026-05-09,view_product,email
666,870,2026-05-23,view_product,social
667,905,2026-03-31,view_product,organic
668,972,2026-04-02,view_product,email
669,911,2026-04-13,add_to_cart,paid_search
670,533,2026-05-10,add_to_cart,paid_search
671,820,2026-03-08,view_product,social
672,163,2026-05-12,view_product,social
673,609,2026-03-02,view_product,organic
674,307,2026-03-17,view_product,organic
675,339,2026-04-21,view_product,paid_search
676,55,2026-04-14,view_product,social
677,983,2026-04-06,checkout,email
678,333,2026-04-11,checkout,organic
679,127,2026-04-13,add_to_cart,email
680,940,2026-05-20,checkout,email
681,705,2026-04-07,add_to_cart,organic
682,243,2026-03-06,checkout,social
683,861,2026-05-07,add_to_cart,email
684,600,2026-04-20,view_product,social
685,848,2026-04-04,add_to_cart,email
686,409,2026-04-27,view_product,social
687,503,2026-04-26,add_to_cart,social
688,727,2026-05-12,purchase,social
689,604,2026-03-06,add_to_cart,social
690,303,2026-03-13,view_product,organic
691,464,2026-04-28,view_product,email
692,235,2026-05-25,checkout,social
693,696,2026-03-30,purchase,paid_search
694,38,2026-03-02,view_product,email
695,139,2026-04-27,checkout,email
696,195,2026-04-05,checkout,social
697,527,2026-05-11,view_product,email
698,769,2026-04-14,checkout,paid_search
699,647,2026-03-09,view_product,paid_search
700,1,2026-05-04,add_to_cart,paid_search
701,561,2026-05-16,view_product,email
702,96,2026-04-19,add_to_cart,email
703,713,2026-05-18,add_to_cart,social
704,413,2026-04-01,view_product,email
705,538,2026-04-12,checkout,email
706,855,2026-05-17,checkout,social
707,429,2026-04-23,add_to_cart,paid_search
708,235,2026-04-16,view_product,social
709,349,2026-03-14,view_product,organic
710,756,2026-04-17,view_product,email
711,870,2026-04-24,checkout,email
712,481,2026-03-29,view_product,organic
713,839,2026-04-16,purchase,organic
714,396,2026-05-02,checkout,organic
715,351,2026-03-19,add_to_cart,social
716,416,2026-03-09,add_to_cart,paid_search
717,886,2026-04-06,add_to_cart,social
718,916,2026-04-21,add_to_cart,organic
719,887,2026-04-26,view_product,social
720,51,2026-05-27,checkout,email
721,81,2026-03-28,add_to_cart,social
722,36,2026-04-05,add_to_cart,organic
723,67,2026-05-03,add_to_cart,email
724,641,2026-03-18,view_product,paid_search
725,882,2026-05-28,view_product,social
726,667,2026-04-04,checkout,social
727,757,2026-05-07,view_product,organic
728,623,2026-05-17,add_to_cart,paid_search
729,680,2026-04-08,view_product,email
730,481,2026-05-29,view_product,organic
731,468,2026-03-08,view_product,organic
732,142,2026-05-27,checkout,social
733,356,2026-05-19,add_to_cart,paid_search
734,709,2026-05-23,view_product,organic
735,471,2026-03-15,purchase,social
736,621,2026-03-07,view_product,email
737,888,2026-03-17,view_product,organic
738,591,2026-05-25,add_to_cart,email
739,902,2026-05-25,add_to_cart,email
740,673,2026-05-03,view_product,social
741,439,2026-03-12,purchase,paid_search
742,531,2026-05-21,purchase,email
743,127,2026-04-25,view_product,organic
