order_id,user_id,order_date,amount,status
564,464,2026-05-08,5.03,completed
565,840,2026-04-08,27.16,completed
566,124,2026-04-29,6.01,completed
567,993,2026-04-12,9.43,completed
568,113,2026-04-14,39.63,refunded
569,12,2026-03-23,8.99,completed
570,126,2026-05-08,3.3,completed
571,565,2026-03-06,19.09,completed
572,331,2026-04-25,12.44,completed
573,901,2026-03-04,36.21,completed
574,283,2026-03-23,5.4,completed
575,140,2026-03-06,69.67,completed
576,401,2026-04-01,118.35,cancelled
577,902,2026-03-18,68.02,cancelled
578,97,2026-03-15,38.05,completed
579,517,2026-04-09,98.54,completed
580,569,2026-05-12,59.36,completed
581,924,2026-05-13,0.53,completed
582,846,2026-05-23,25.05,completed
583,69,2026-03-06,95.17,completed
584,118,2026-05-02,21.22,completed
585,888,2026-05-06,1.79,completed
586,59,2026-03-11,68.56,completed
587,33,2026-04-12,80.98,completed
588,318,2026-03-17,8.75,completed
589,50,2026-03-04,38.54,completed
590,880,2026-05-02,10.66,completed
591,489,2026-05-07,63.51,completed
592,19,2026-05-20,15.84,cancelled
593,726,2026-04-10,19.01,completed
594,197,2026-05-22,93.21,completed
595,891,2026-03-05,32.34,completed
596,450,2026-04-01,55.4,completed
597,990,2026-05-25,25.74,completed
598,559,2026-05-09,17.69,completed
599,679,2026-04-04,49.11,completed
600,452,2026-03-22,8.41,completed
601,289,2026-05-04,23.34,completed
602,141,2026-05-23,11.73,completed
603,84,2026-03-22,59.5,completed
604,694,2026-03-11,144.31,completed
605,391,2026-05-16,270.31,completed
606,591,2026-03-03,29.92,completed
607,215,2026-03-09,14.55,completed
608,526,2026-04-29,29.24,completed
609,215,2026-05-15,93.95,completed
610,403,2026-05-26,11.53,cancelled
611,128,2026-03-14,151.93,completed
612,822,2026-03-18,20.92,completed
613,477,2026-05-12,212.74,completed
614,760,2026-03-23,91.2,completed
615,404,2026-05-13,82.66,cancelled
616,29,2026-05-22,19.13,completed
617,792,2026-04-16,0.44,completed
618,338,2026-05-08,24.07,completed
619,831,2026-04-16,17.96,completed
620,714,2026-05-26,1.91,completed
621,361,2026-03-30,35.2,cancelled
622,569,2026-03-25,25.79,completed
623,392,2026-03-28,50.33,completed
624,218,2026-03-25,48.54,cancelled
625,574,2026-05-13,6.43,completed
626,669,2026-05-17,188.54,completed
627,202,2026-04-27,10.35,completed
628,17,2026-04-10,29.46,completed
629,322,2026-03-25,33.48,completed
630,518,2026-05-17,83.85,completed
631,570,2026-04-17,5.23,completed
632,325,2026-03-10,27.99,completed
633,412,2026-05-14,49.51,completed
634,318,2026-03-11,12.11,completed
635,681,2026-05-24,49.37,completed
636,965,2026-03-21,128.63,completed
637,82,2026-05-25,299.94,completed
638,474,2026-04-14,1.65,completed
639,468,2026-03-07,13.43,completed
640,425,2026-05-20,18.58,completed
641,945,2026-05-03,25.47,completed
642,731,2026-05-03,13.87,completed
643,689,2026-03-02,11.38,completed
644,204,2026-05-15,154.56,completed
645,583,2026-04-11,125.37,completed
646,387,2026-05-21,2.41,completed
647,778,2026-04-23,20.69,completed
648,98,2026-05-14,25.97,cancelled
649,345,2026-03-16,13.66,completed
650,803,2026-03-18,49.56,completed
651,208,2026-04-28,51.14,completed
652,514,2026-05-29,95.02,completed
653,636,2026-03-16,67.52,completed
654,792,2026-03-06,39.11,completed
655,586,2026-04-26,53.01,completed
656,166,2026-04-16,16.01,completed
657,22,2026-04-17,44.95,completed
658,154,2026-04-11,33.59,completed
659,939,2026-05-15,7.16,completed
660,439,2026-04-29,13.89,completed
661,295,2026-05-16,17.24,completed
662,219,2026-03-04,129.06,completed
663,669,2026-03-02,13.09,completed
664,495,2026-05-29,17.07,cancelled
665,230,2026-04-28,23.05,cancelled
666,20,2026-03-27,54.49,completed
667,987,2026-03-27,6.29,completed
668,553,2026-05-18,153.9,completed
669,950,2026-05-11,100.34,completed
670,148,2026-03-07,43.04,completed
671,108,2026-05-02,56.05,completed
672,403,2026-04-15,0.84,cancelled
673,596,2026-05-02,20.7,completed
674,483,2026-03-12,79.4,completed
675,367,2026-03-13,4.03,completed
676,834,2026-04-12,16.59,completed
677,414,2026-03-17,44.01,completed
678,309,2026-05-02,14.81,completed
679,802,2026-05-20,135.89,completed
680,918,2026-04-05,7.02,completed
681,835,2026-05-24,79.82,cancelled
682,134,2026-03-08,35.46,completed
683,719,2026-05-08,69.38,completed
684,283,2026-05-29,18.61,completed
685,778,2026-05-19,36.13,completed
686,73,2026-04-05,97.19,completed
687,481,2026-03-28,31.45,cancelled
688,352,2026-04-16,22.29,completed
689,560,2026-05-15,38.41,cancelled
690,326,2026-03-30,63.18,completed
691,745,2026-03-23,29.31,completed
692,443,2026-03-16,139.74,refunded
693,100,2026-03-14,17.47,completed
694,59,2026-05-13,32.26,completed
695,508,2026-05-10,70.72,completed
696,258,2026-04-21,58.42,completed
697,413,2026-04-06,99.62,completed
698,452,2026-03-29,287.37,refunded
699,65,2026-05-06,27.83,completed
700,595,2026-03-15,5.89,completed
701,154,2026-04-16,1.54,cancelled
702,985,2026-04-15,64.89,completed
703,266,2026-04-21,103.58,completed
704,821,2026-03-19,12.47,completed
705,79,2026-05-16,8.63,completed
706,315,2026-03-21,3.21,completed
707,662,2026-05-03,86.5,refunded
708,947,2026-04-06,18.65,completed
709,560,2026-03-27,25.68,completed
710,917,2026-04-24,34.93,completed
711,891,2026-03-29,91.46,completed
712,248,2026-03-20,52.61,completed
713,790,2026-03-25,47.73,completed
714,868,2026-05-09,9.66,completed
715,610,2026-05-02,35.99,completed
716,414,2026-04-05,62.83,completed
717,25,2026-03-02,181.08,completed
718,284,2026-03-22,11.25,completed
719,449,2026-03-16,0.48,completed
720,881,2026-03-18,3.91,completed
721,301,2026-05-08,23.57,completed
722,68,2026-04-23,85.89,completed
723,7,2026-03-30,0.36,completed
724,817,2026-04-14,30.51,completed
725,137,2026-03-19,19.97,completed
726,164,2026-05-26,2.7,completed
727,83,2026-04-03,29.91,completed
728,897,2026-03-13,14.7,completed
729,650,2026-04-12,21.68,completed
730,420,2026-05-01,61.14,cancelled
731,73,2026-03-22,36.86,cancelled
732,237,2026-04-21,6.66,completed
733,46,2026-04-21,162.74,completed
734,618,2026-04-05,50.52,completed
735,928,2026-05-12,72.59,completed
736,800,2026-03-19,4.13,completed
737,262,2026-04-07,2.41,completed
738,176,2026-05-09,0.98,completed
739,166,2026-05-18,10.46,completed
740,657,2026-04-26,26.76,refunded
741,842,2026-03-20,137.31,completed
742,370,2026-03-09,30.54,completed
743,795,2026-04-01,17.14,completed
744,54,2026-03-04,41.27,completed
745,690,2026-04-19,5.94,completed
746,419,2026-05-21,47.02,completed
747,756,2026-03-05,42.02,completed
748,507,2026-03-20,78.51,completed
749,341,2026-05-26,215.95,completed
750,127,2026-05-14,14.44,refunded
751,409,2026-04-06,35.63,completed
752,924,2026-03-22,119.77,completed
753,367,2026-04-27,76.9,completed
754,271,2026-05-07,33.41,completed
755,644,2026-04-13,145.36,completed
756,605,2026-04-03,2.95,completed
757,379,2026-05-16,133.68,completed
758,73,2026-04-11,2.59,completed
759,923,2026-03-09,39.63,completed
760,922,2026-03-07,110.56,completed
761,915,2026-05-07,15.24,cancelled
762,248,2026-03-19,31.96,completed
763,860,2026-03-31,19.6,completed
764,785,2026-04-04,151.98,completed
765,43,2026-04-26,86.76,cancelled
